customer_number,day_part,first_seen_datetime_local,first_seen_datetime_utc,first_seen_local,first_seen_utc,id,location,model_id,tts
2145,3,,,1597759364,1597784564,2447,1,22,333
2146,3,,,1597759507,1597784707,2448,1,58,95
2147,3,,,1597759443,1597784643,2449,1,45,450
2148,3,,,1597759654,1597784854,2450,1,103,244
2149,3,,,1597759419,1597784619,2451,1,39,844
2150,3,,,1597759681,1597784881,2452,1,114,480
2151,3,,,1597759709,1597784909,2453,1,128,455
2152,3,,,1597759841,1597785041,2454,1,167,440
2153,3,,,1597759909,1597785109,2455,1,185,371
2154,3,,,1597760033,1597785233,2456,1,219,297
2155,3,,,1597760266,1597785466,2457,1,315,505
2156,3,,,1597760382,1597785582,2458,1,357,646
2157,3,,,1597760442,1597785642,2459,1,380,874
2158,3,,,1597760509,1597785709,2460,1,399,784
2159,3,,,1597760715,1597785915,2461,1,453,510
2160,3,,,1597761002,1597786202,2462,1,500,258
2161,3,,,1597762912,1597788112,2463,1,4,231
2162,3,,,1597763070,1597788270,2464,1,40,329
2163,3,,,1597763437,1597788637,2465,1,97,222
2164,3,,,1597763709,1597788909,2466,1,133,330
2165,3,,,1597763725,1597788925,2467,1,153,355
2166,3,,,1597763846,1597789046,2468,1,190,360
2167,3,,,1597763789,1597788989,2469,1,174,602
2168,3,,,1597763936,1597789136,2470,1,211,729
2169,3,,,1597763961,1597789161,2471,1,218,947
2170,3,,,1597764119,1597789319,2472,1,320,787
2171,3,,,1597766513,1597791713,2473,1,1,53
2172,3,,,1597766513,1597791713,2474,1,3,408
2173,3,,,1597766636,1597791836,2475,1,44,406
2174,3,,,1597766826,1597792026,2476,1,95,17
2175,3,,,1597766817,1597792017,2477,1,93,583
2176,3,,,1597766964,1597792164,2478,1,113,390
2177,3,,,1597767638,1597792838,2483,1,279,413
2178,4,,,1597770616,1597795816,2489,1,100,439
2179,4,,,1597773724,1597798924,2493,1,5,647
2180,4,,,1597774286,1597799486,2497,1,138,394
2181,4,,,1597775288,1597800488,2501,1,314,334
2182,4,,,1597777900,1597803100,2506,1,141,456
2183,4,,,1597778483,1597803683,2511,1,284,706
2184,5,,,1597781562,1597806762,2517,1,171,959
2185,3,,,1597767156,1597792356,2479,1,146,299
2186,3,,,1597768270,1597793470,2485,1,372,45
2187,4,,,1597770558,1597795758,2488,1,83,414
2188,4,,,1597771313,1597796513,2492,1,316,435
2189,4,,,1597774312,1597799512,2496,1,150,6
2190,4,,,1597775073,1597800273,2500,1,272,347
2191,4,,,1597777838,1597803038,2505,1,123,462
2192,4,,,1597778448,1597803648,2510,1,279,336
2193,5,,,1597781421,1597806621,2516,1,141,1046
2194,3,,,1597767246,1597792446,2480,1,187,314
2195,4,,,1597770132,1597795332,2486,1,4,21
2196,4,,,1597770690,1597795890,2490,1,120,792
2197,4,,,1597774118,1597799318,2494,1,115,323
2198,4,,,1597774636,1597799836,2498,1,209,112
2199,4,,,1597777312,1597802512,2502,1,3,80
2200,4,,,1597777956,1597803156,2507,1,158,414
2201,4,,,1597778910,1597804110,2512,1,368,270
2202,5,,,1597782124,1597807324,2520,1,436,587
2203,3,,,1597767281,1597792481,2481,1,202,362
2204,4,,,1597770332,1597795532,2487,1,47,699
2205,4,,,1597770894,1597796094,2491,1,199,525
2206,4,,,1597774248,1597799448,2495,1,132,123
2207,4,,,1597775000,1597800200,2499,1,260,342
2208,4,,,1597777679,1597802879,2504,1,67,796
2209,4,,,1597777984,1597803184,2508,1,164,617
2210,4,,,1597778791,1597803991,2513,1,331,621
2211,3,,,1597767378,1597792578,2482,1,226,719
2212,4,,,1597777312,1597802512,2503,1,1,220
2213,5,,,1597781160,1597806360,2515,1,72,983
2214,3,,,1597767856,1597793056,2484,1,313,266
2215,4,,,1597778121,1597803321,2509,1,194,631
2216,5,,,1597780958,1597806158,2514,1,21,928
2217,5,,,1597781761,1597806961,2518,1,246,895
2218,5,,,1597781982,1597807182,2519,1,372,706
2219,5,,,1597782703,1597807903,2521,1,568,416
2220,5,,,1597782868,1597808068,2522,1,592,521
2221,5,,,1597784684,1597809884,2523,1,4,213
2222,5,,,1597785107,1597810307,2524,1,52,452
2223,5,,,1597785162,1597810362,2525,1,75,367
2224,5,,,1597785478,1597810678,2526,1,175,705
2225,5,,,1597785609,1597810809,2527,1,227,1
2226,5,,,1597785856,1597811056,2528,1,359,43
2227,5,,,1597786154,1597811354,2529,1,520,116
2228,6,,,1597788541,1597813741,2530,1,190,5
2229,6,,,1597788521,1597813721,2531,1,177,334
2230,6,,,1597788520,1597813720,2532,1,175,379
2231,6,,,1597788594,1597813794,2533,1,217,430
2232,6,,,1597789142,1597814342,2534,1,309,440
2233,6,,,1597789439,1597814639,2535,1,348,329
2234,6,,,1597789632,1597814832,2536,1,378,200
2235,1,,,1597821701,1597846901,2537,1,87,292
2236,1,,,1597824113,1597849313,2538,1,1,529
2237,1,,,1597824623,1597849823,2539,1,73,177
2238,1,,,1597824709,1597849909,2540,1,95,311
2239,1,,,1597824972,1597850172,2541,1,138,456
2240,1,,,1597827747,1597852947,2542,1,7,176
2241,1,,,1597827812,1597853012,2543,1,27,309
2242,1,,,1597828003,1597853203,2544,1,72,250
2243,1,,,1597828098,1597853298,2545,1,101,555
2244,1,,,1597829190,1597854390,2546,1,230,170
2245,1,,,1597831342,1597856542,2547,1,14,253
2246,1,,,1597831340,1597856540,2548,1,11,557
2247,1,,,1597831440,1597856640,2549,1,49,412
2248,1,,,1597831537,1597856737,2550,1,84,465
2249,1,,,1597831748,1597856948,2551,1,152,402
2250,1,,,1597831761,1597856961,2552,1,160,416
2251,1,,,1597832411,1597857611,2553,1,253,230
2252,1,,,1597832572,1597857772,2554,1,294,223
2253,1,,,1597832719,1597857919,2555,1,349,349
2254,1,,,1597832893,1597858093,2556,1,381,428
2255,2,,,1597834913,1597860113,2557,1,4,297
2256,2,,,1597834913,1597860113,2558,1,2,536
2257,2,,,1597834913,1597860113,2559,1,1,604
2258,2,,,1597834953,1597860153,2560,1,14,680
2259,2,,,1597835075,1597860275,2561,1,50,531
2260,2,,,1597835315,1597860515,2562,1,130,329
2261,2,,,1597835317,1597860517,2563,1,131,460
2262,2,,,1597835457,1597860657,2564,1,189,380
2263,2,,,1597835547,1597860747,2565,1,223,233
2264,2,,,1597835556,1597860756,2566,1,227,407
2265,2,,,1597835677,1597860877,2567,1,265,343
2266,2,,,1597835727,1597860927,2568,1,285,632
2267,2,,,1597835827,1597861027,2569,1,326,771
2268,2,,,1597836193,1597861393,2570,1,435,646
2269,2,,,1597836392,1597861592,2571,1,503,509
2270,2,,,1597836512,1597861712,2572,1,532,425
2271,2,,,1597838515,1597863715,2573,1,1,417
2272,2,,,1597838607,1597863807,2574,1,18,533
2273,2,,,1597838692,1597863892,2575,1,41,422
2274,2,,,1597838864,1597864064,2576,1,105,316
2275,2,,,1597838706,1597863906,2577,1,44,519
2276,2,,,1597839015,1597864215,2578,1,165,210
2277,2,,,1597838892,1597864092,2579,1,112,603
2278,2,,,1597838961,1597864161,2580,1,146,573
2279,2,,,1597839345,1597864545,2581,1,286,227
2280,2,,,1597838990,1597864190,2582,1,156,688
2281,2,,,1597839481,1597864681,2583,1,314,359
2282,2,,,1597839516,1597864716,2584,1,328,389
2283,2,,,1597839688,1597864888,2585,1,395,310
2284,2,,,1597839537,1597864737,2586,1,334,513
2285,2,,,1597839738,1597864938,2587,1,416,574
2286,2,,,1597839661,1597864861,2588,1,392,957
2287,2,,,1597840229,1597865429,2589,1,547,481
2288,2,,,1597840255,1597865455,2590,1,566,515
2289,2,,,1597840408,1597865608,2591,1,647,554
2290,2,,,1597840610,1597865810,2592,1,698,363
2291,2,,,1597840616,1597865816,2593,1,701,477
2292,2,,,1597840698,1597865898,2594,1,714,421
2293,2,,,1597840675,1597865875,2595,1,711,561
2294,2,,,1597842114,1597867314,2596,1,1,379
2295,2,,,1597842196,1597867396,2597,1,51,504
2296,2,,,1597842274,1597867474,2598,1,92,495
2297,2,,,1597842343,1597867543,2599,1,123,480
2298,2,,,1597842402,1597867602,2600,1,144,434
2299,2,,,1597842433,1597867633,2601,1,167,443
2300,2,,,1597842448,1597867648,2602,1,171,734
2301,2,,,1597842535,1597867735,2603,1,193,719
2302,2,,,1597842642,1597867842,2604,1,225,680
2303,2,,,1597842699,1597867899,2605,1,240,919
2304,2,,,1597842980,1597868180,2606,1,330,735
2305,2,,,1597843452,1597868652,2607,1,516,318
2306,2,,,1597843306,1597868506,2608,1,437,509
2307,2,,,1597843473,1597868673,2609,1,522,528
2308,2,,,1597843897,1597869097,2610,1,719,637
2309,3,,,1597845820,1597871020,2611,1,55,431
2310,3,,,1597845777,1597870977,2612,1,35,560
2311,3,,,1597845889,1597871089,2613,1,91,613
2312,3,,,1597845833,1597871033,2614,1,65,745
2313,3,,,1597846140,1597871340,2615,1,181,475
2314,3,,,1597846215,1597871415,2616,1,210,432
2315,3,,,1597846253,1597871453,2617,1,225,497
2316,3,,,1597846291,1597871491,2618,1,242,492
2317,3,,,1597846402,1597871602,2619,1,283,632
2318,3,,,1597846418,1597871618,2620,1,288,708
2319,3,,,1597846442,1597871642,2621,1,299,810
2320,3,,,1597846591,1597871791,2622,1,353,647
2321,3,,,1597846757,1597871957,2623,1,403,795
2322,3,,,1597846784,1597871984,2624,1,411,764
2323,3,,,1597846948,1597872148,2625,1,478,957
2324,3,,,1597846960,1597872160,2626,1,481,1031
2325,3,,,1597847507,1597872707,2627,1,671,453
2326,3,,,1597847435,1597872635,2628,1,642,675
2327,3,,,1597847488,1597872688,2629,1,661,761
2328,3,,,1597849321,1597874521,2630,1,2,300
2329,3,,,1597849322,1597874522,2631,1,8,439
2330,3,,,1597849685,1597874885,2632,1,129,272
2331,3,,,1597849912,1597875112,2633,1,195,259
2332,3,,,1597850284,1597875484,2634,1,246,341
2333,3,,,1597850474,1597875674,2635,1,298,206
2334,3,,,1597850550,1597875750,2636,1,316,324
2335,3,,,1597852931,1597878131,2640,1,6,432
2336,3,,,1597853520,1597878720,2644,1,177,706
2337,3,,,1597854258,1597879458,2649,1,327,2
2338,4,,,1597857431,1597882631,2654,1,382,885
2339,4,,,1597860381,1597885581,2658,1,80,222
2340,4,,,1597861165,1597886365,2663,1,284,176
2341,3,,,1597850650,1597875850,2637,1,352,351
2342,3,,,1597853063,1597878263,2641,1,51,352
2343,3,,,1597853470,1597878670,2645,1,161,941
2344,4,,,1597856552,1597881752,2651,1,23,713
2345,4,,,1597857822,1597883022,2655,1,505,389
2346,4,,,1597860593,1597885793,2659,1,137,63
2347,3,,,1597850815,1597876015,2638,1,386,545
2348,3,,,1597853072,1597878272,2642,1,58,467
2349,3,,,1597853691,1597878891,2646,1,212,742
2350,4,,,1597856942,1597882142,2652,1,188,318
2351,4,,,1597858010,1597883210,2656,1,537,543
2352,4,,,1597860599,1597885799,2660,1,141,507
2353,3,,,1597851173,1597876373,2639,1,465,13
2354,3,,,1597853322,1597878522,2643,1,121,357
2355,3,,,1597854125,1597879325,2648,1,312,333
2356,4,,,1597857349,1597882549,2653,1,347,364
2357,4,,,1597860114,1597885314,2657,1,2,415
2358,4,,,1597860734,1597885934,2661,1,191,423
2359,3,,,1597853989,1597879189,2647,1,290,232
2360,4,,,1597861635,1597886835,2665,1,364,219
2361,3,,,1597854259,1597879459,2650,1,328,491
2362,4,,,1597860773,1597885973,2662,1,199,721
2363,4,,,1597861480,1597886680,2664,1,342,155
2364,5,,,1597868547,1597893747,2666,1,333,632
2365,5,,,1597868546,1597893746,2667,1,332,646
2366,5,,,1597868965,1597894165,2668,1,519,342
2367,5,,,1597868968,1597894168,2669,1,521,362
2368,5,,,1597871338,1597896538,2670,1,85,195
2369,5,,,1597871833,1597897033,2671,1,139,289
2370,5,,,1597872123,1597897323,2672,1,205,446
2371,5,,,1597872284,1597897484,2673,1,227,182
2372,5,,,1597872406,1597897606,2674,1,253,250
2373,5,,,1597872433,1597897633,2675,1,264,306
2374,6,,,1597874659,1597899859,2676,1,18,267
2375,6,,,1597875009,1597900209,2677,1,57,316
2376,6,,,1597875734,1597900934,2678,1,160,1
2377,6,,,1597875768,1597900968,2679,1,174,234
2378,1,,,1597906941,1597932141,2680,1,5,337
2379,1,,,1597907381,1597932581,2681,1,30,72
2380,1,,,1597907444,1597932644,2682,1,53,11
2381,1,,,1597910723,1597935923,2683,1,1,53
2382,1,,,1597911104,1597936304,2684,1,37,342
2383,1,,,1597911250,1597936450,2685,1,67,48
2384,1,,,1597911479,1597936679,2686,1,88,279
2385,1,,,1597911906,1597937106,2687,1,122,38
2386,1,,,1597914405,1597939605,2688,1,38,421
2387,1,,,1597914575,1597939775,2689,1,81,224
2388,1,,,1597914577,1597939777,2690,1,85,349
2389,1,,,1597914661,1597939861,2691,1,115,398
2390,1,,,1597914822,1597940022,2692,1,154,177
2391,1,,,1597915290,1597940490,2693,1,184,259
2392,1,,,1597915647,1597940847,2694,1,224,277
2393,1,,,1597917711,1597942911,2695,1,6,168
2394,1,,,1597917716,1597942916,2696,1,8,347
2395,1,,,1597917756,1597942956,2697,1,23,380
2396,1,,,1597918153,1597943353,2698,1,71,244
2397,1,,,1597918335,1597943535,2699,1,97,190
2398,1,,,1597918443,1597943643,2700,1,129,266
2399,1,,,1597918782,1597943982,2701,1,188,240
2400,1,,,1597918704,1597943904,2702,1,163,393
2401,1,,,1597918812,1597944012,2703,1,193,280
2402,1,,,1597918843,1597944043,2704,1,199,320
2403,2,,,1597921565,1597946765,2705,1,47,167
2404,2,,,1597921668,1597946868,2706,1,67,327
2405,2,,,1597921760,1597946960,2707,1,105,209
2406,2,,,1597921837,1597947037,2708,1,124,396
2407,2,,,1597921850,1597947050,2709,1,128,511
2408,2,,,1597922186,1597947386,2710,1,241,365
2409,2,,,1597922248,1597947448,2711,1,255,300
2410,2,,,1597922280,1597947480,2712,1,262,345
2411,2,,,1597922442,1597947642,2713,1,307,144
2412,2,,,1597922507,1597947707,2714,1,331,45
2413,2,,,1597922453,1597947653,2715,1,311,393
2414,2,,,1597922720,1597947920,2716,1,409,204
2415,2,,,1597922786,1597947986,2717,1,425,130
2416,2,,,1597924916,1597950116,2718,1,3,122
2417,2,,,1597924916,1597950116,2719,1,4,195
2418,2,,,1597925012,1597950212,2720,1,45,337
2419,2,,,1597925038,1597950238,2721,1,51,327
2420,2,,,1597925120,1597950320,2722,1,81,292
2421,2,,,1597925200,1597950400,2723,1,104,265
2422,2,,,1597925223,1597950423,2724,1,116,335
2423,2,,,1597925325,1597950525,2725,1,162,301
2424,2,,,1597925327,1597950527,2726,1,164,383
2425,2,,,1597925384,1597950584,2727,1,193,434
2426,2,,,1597925382,1597950582,2728,1,191,438
2427,2,,,1597925493,1597950693,2729,1,237,308
2428,2,,,1597925658,1597950858,2730,1,294,287
2429,2,,,1597925660,1597950860,2731,1,296,233
2430,2,,,1597925726,1597950926,2732,1,319,287
2431,2,,,1597925798,1597950998,2733,1,363,366
2432,2,,,1597925884,1597951084,2734,1,400,295
2433,2,,,1597926076,1597951276,2735,1,453,154
2434,2,,,1597926123,1597951323,2736,1,465,278
2435,2,,,1597926173,1597951373,2737,1,482,327
2436,2,,,1597926363,1597951563,2738,1,546,286
2437,2,,,1597926425,1597951625,2739,1,565,275
2438,2,,,1597926532,1597951732,2740,1,589,471
2439,2,,,1597926670,1597951870,2741,1,634,392
2440,2,,,1597926607,1597951807,2742,1,609,460
2441,2,,,1597926642,1597951842,2743,1,626,522
2442,2,,,1597926926,1597952126,2744,1,674,234
2443,2,,,1597928585,1597953785,2745,1,38,296
2444,2,,,1597928697,1597953897,2746,1,81,307
2445,2,,,1597928892,1597954092,2747,1,145,367
2446,2,,,1597929030,1597954230,2748,1,188,304
2447,2,,,1597929098,1597954298,2749,1,212,221
2448,2,,,1597929162,1597954362,2750,1,224,286
2449,2,,,1597929204,1597954404,2751,1,231,713
2450,2,,,1597929212,1597954412,2752,1,236,742
2451,2,,,1597929564,1597954764,2753,1,358,365
2452,2,,,1597929779,1597954979,2754,1,415,282
2453,2,,,1597930006,1597955206,2755,1,496,270
2454,2,,,1597930059,1597955259,2756,1,506,208
2455,2,,,1597930172,1597955372,2757,1,529,230
2456,3,,,1597932114,1597957314,2758,1,1,216
2457,3,,,1597932114,1597957314,2759,1,5,408
2458,3,,,1597932215,1597957415,2760,1,37,368
2459,3,,,1597932283,1597957483,2761,1,65,658
2460,3,,,1597932483,1597957683,2762,1,152,505
2461,3,,,1597932728,1597957928,2763,1,226,21
2462,3,,,1597932577,1597957777,2764,1,192,660
2463,3,,,1597932963,1597958163,2765,1,342,156
2464,3,,,1597932904,1597958104,2766,1,315,353
2465,3,,,1597933259,1597958459,2767,1,430,346
2466,3,,,1597933300,1597958500,2768,1,452,313
2467,3,,,1597933469,1597958669,2769,1,501,212
2468,3,,,1597933521,1597958721,2770,1,511,286
2469,3,,,1597933590,1597958790,2771,1,526,253
2470,3,,,1597933690,1597958890,2772,1,544,438
2471,3,,,1597935874,1597961074,2773,1,33,35
2472,3,,,1597936064,1597961264,2774,1,81,532
2473,3,,,1597936412,1597961612,2775,1,108,324
2474,3,,,1597936494,1597961694,2776,1,133,242
2475,3,,,1597936752,1597961952,2777,1,224,423
2476,3,,,1597936979,1597962179,2778,1,263,258
2477,3,,,1597939314,1597964514,2779,1,2,505
2478,3,,,1597939629,1597964829,2780,1,100,186
2479,3,,,1597940059,1597965259,2781,1,199,351
2480,3,,,1597940197,1597965397,2782,1,233,560
2481,3,,,1597940539,1597965739,2783,1,358,390
2482,3,,,1597940584,1597965784,2784,1,370,387
2483,3,,,1597940583,1597965783,2785,1,369,489
2484,4,,,1597943000,1597968200,2787,1,26,60
2485,4,,,1597943045,1597968245,2788,1,37,284
2486,4,,,1597943076,1597968276,2789,1,40,443
2487,4,,,1597943287,1597968487,2791,1,102,891
2488,4,,,1597943660,1597968860,2792,1,218,510
2489,3,,,1597940884,1597966084,2786,1,413,261
2490,4,,,1597943253,1597968453,2790,1,81,205
2491,4,,,1597943729,1597968929,2793,1,237,802
2492,4,,,1597943851,1597969051,2794,1,282,816
2493,4,,,1597943809,1597969009,2795,1,263,1016
2494,4,,,1597946835,1597972035,2796,1,166,283
2495,4,,,1597946922,1597972122,2797,1,187,321
2496,4,,,1597947133,1597972333,2798,1,214,344
2497,4,,,1597947229,1597972429,2799,1,237,268
2498,4,,,1597947677,1597972877,2800,1,319,350
2499,4,,,1597947576,1597972776,2801,1,303,565
2500,4,,,1597947847,1597973047,2802,1,357,339
2501,4,,,1597948238,1597973438,2803,1,439,275
2502,4,,,1597950189,1597975389,2804,1,29,309
2503,4,,,1597950177,1597975377,2805,1,21,405
2504,4,,,1597950324,1597975524,2806,1,66,282
2505,4,,,1597950319,1597975519,2807,1,63,348
2506,4,,,1597950505,1597975705,2808,1,123,305
2507,4,,,1597950915,1597976115,2809,1,186,442
2508,4,,,1597950923,1597976123,2810,1,190,528
2509,4,,,1597951364,1597976564,2811,1,262,346
2510,4,,,1597951408,1597976608,2812,1,273,467
2511,4,,,1597951407,1597976607,2813,1,271,471
2512,4,,,1597951514,1597976714,2814,1,297,302
2513,5,,,1597954125,1597979325,2815,1,79,124
2514,5,,,1597954243,1597979443,2816,1,121,85
2515,5,,,1597955265,1597980465,2817,1,269,389
2516,5,,,1597957541,1597982741,2818,1,14,312
2517,5,,,1597958158,1597983358,2819,1,170,4
2518,5,,,1597958169,1597983369,2820,1,177,7
2519,5,,,1597958252,1597983452,2821,1,184,550
2520,5,,,1597958581,1597983781,2822,1,259,118
2521,6,,,1597960963,1597986163,2823,1,5,389
2522,6,,,1597961325,1597986525,2824,1,70,314
2523,6,,,1597961384,1597986584,2825,1,76,264
2524,6,,,1597961604,1597986804,2826,1,126,69
2525,6,,,1597961748,1597986948,2827,1,173,218
2526,6,,,1597961850,1597987050,2828,1,213,74
2527,6,,,1597961987,1597987187,2829,1,269,400
2528,1,,,1597997003,1598022203,2830,1,18,139
2529,1,,,1597997431,1598022631,2831,1,48,187
2530,1,,,1597997476,1598022676,2832,1,63,302
2531,1,,,1597997638,1598022838,2833,1,91,249
2532,1,,,1597997715,1598022915,2834,1,114,237
2533,1,,,1598001327,1598026527,2835,1,46,158
2534,1,,,1598001417,1598026617,2836,1,59,220
2535,1,,,1598001720,1598026920,2837,1,101,132
2536,1,,,1598001766,1598026966,2838,1,111,360
2537,1,,,1598001763,1598026963,2839,1,108,309
2538,1,,,1598004149,1598029349,2840,1,2,247
2539,1,,,1598004190,1598029390,2841,1,8,171
2540,1,,,1598004430,1598029630,2842,1,44,227
2541,1,,,1598004534,1598029734,2843,1,92,173
2542,1,,,1598004857,1598030057,2844,1,179,251
2543,1,,,1598004919,1598030119,2845,1,187,183
2544,1,,,1598005036,1598030236,2846,1,221,166
2545,1,,,1598005170,1598030370,2847,1,249,269
2546,1,,,1598005452,1598030652,2848,1,342,182
2547,1,,,1598005484,1598030684,2849,1,348,250
2548,2,,,1598007911,1598033111,2850,1,23,314
2549,2,,,1598007990,1598033190,2851,1,44,196
2550,2,,,1598008145,1598033345,2852,1,87,174
2551,2,,,1598008124,1598033324,2853,1,78,264
2552,2,,,1598008193,1598033393,2854,1,100,136
2553,2,,,1598008201,1598033401,2855,1,107,213
2554,2,,,1598008356,1598033556,2856,1,141,13
2555,2,,,1598008429,1598033629,2857,1,164,202
2556,2,,,1598008369,1598033569,2858,1,150,446
2557,2,,,1598008563,1598033763,2859,1,213,333
2558,2,,,1598008668,1598033868,2860,1,246,220
2559,2,,,1598008757,1598033957,2861,1,272,419
2560,2,,,1598008891,1598034091,2862,1,301,292
2561,2,,,1598009033,1598034233,2863,1,362,389
2562,2,,,1598008949,1598034149,2864,1,335,520
2563,2,,,1598011314,1598036514,2865,1,1,106
2564,2,,,1598011413,1598036613,2866,1,33,54
2565,2,,,1598011392,1598036592,2867,1,26,230
2566,2,,,1598011314,1598036514,2868,1,3,330
2567,2,,,1598011753,1598036953,2869,1,116,144
2568,2,,,1598011847,1598037047,2870,1,144,378
2569,2,,,1598012175,1598037375,2871,1,248,237
2570,2,,,1598011861,1598037061,2872,1,153,755
2571,2,,,1598012197,1598037397,2873,1,258,304
2572,2,,,1598012249,1598037449,2874,1,269,508
2573,2,,,1598012259,1598037459,2875,1,270,435
2574,2,,,1598012603,1598037803,2876,1,377,342
2575,2,,,1598012730,1598037930,2877,1,427,272
2576,2,,,1598012769,1598037969,2878,1,457,259
2577,2,,,1598012857,1598038057,2879,1,491,371
2578,2,,,1598012891,1598038091,2880,1,508,338
2579,2,,,1598013106,1598038306,2881,1,578,204
2580,2,,,1598012887,1598038087,2882,1,503,493
2581,2,,,1598014913,1598040113,2883,1,6,266
2582,2,,,1598014953,1598040153,2884,1,33,291
2583,2,,,1598015003,1598040203,2885,1,46,470
2584,2,,,1598015075,1598040275,2886,1,68,459
2585,2,,,1598015128,1598040328,2887,1,96,440
2586,2,,,1598014959,1598040159,2888,1,37,678
2587,2,,,1598015292,1598040492,2889,1,145,394
2588,2,,,1598015111,1598040311,2890,1,89,688
2589,2,,,1598015465,1598040665,2891,1,200,367
2590,2,,,1598015596,1598040796,2892,1,223,279
2591,2,,,1598015646,1598040846,2893,1,232,257
2592,2,,,1598015425,1598040625,2894,1,186,726
2593,2,,,1598015810,1598041010,2895,1,277,238
2594,2,,,1598016089,1598041289,2896,1,349,166
2595,2,,,1598015947,1598041147,2897,1,324,833
2596,2,,,1598016286,1598041486,2898,1,424,380
2597,2,,,1598016593,1598041793,2899,1,503,231
2598,2,,,1598016392,1598041592,2900,1,450,539
2599,2,,,1598016671,1598041871,2901,1,524,352
2600,2,,,1598016651,1598041851,2902,1,519,423
2601,2,,,1598016733,1598041933,2903,1,544,551
2602,2,,,1598016725,1598041925,2904,1,540,488
2603,2,,,1598016866,1598042066,2905,1,588,427
2604,3,,,1598018511,1598043711,2906,1,3,418
2605,3,,,1598018618,1598043818,2907,1,28,370
2606,3,,,1598018743,1598043943,2908,1,68,331
2607,3,,,1598018795,1598043995,2909,1,86,321
2608,3,,,1598018834,1598044034,2910,1,99,280
2609,3,,,1598018873,1598044073,2911,1,106,272
2610,3,,,1598019012,1598044212,2912,1,152,30
2611,3,,,1598019398,1598044598,2913,1,276,462
2612,3,,,1598019229,1598044429,2914,1,229,903
2613,3,,,1598019679,1598044879,2915,1,376,378
2614,3,,,1598019770,1598044970,2916,1,393,376
2615,3,,,1598020015,1598045215,2918,1,476,225
2616,3,,,1598022452,1598047652,2922,1,141,437
2617,3,,,1598022465,1598047665,2923,1,145,579
2618,3,,,1598022539,1598047739,2924,1,158,917
2619,3,,,1598022946,1598048146,2925,1,303,381
2620,3,,,1598022748,1598047948,2926,1,229,681
2621,3,,,1598023334,1598048534,2929,1,388,519
2622,3,,,1598023179,1598048379,2930,1,353,735
2623,3,,,1598023420,1598048620,2932,1,412,671
2624,3,,,1598023512,1598048712,2934,1,424,640
2625,3,,,1598023905,1598049105,2936,1,498,436
2626,3,,,1598024224,1598049424,2937,1,576,49
2627,3,,,1598023930,1598049130,2938,1,508,728
2628,3,,,1598023976,1598049176,2939,1,525,686
2629,3,,,1598025724,1598050924,2940,1,3,767
2630,3,,,1598026045,1598051245,2941,1,65,423
2631,3,,,1598026046,1598051246,2942,1,66,590
2632,3,,,1598026272,1598051472,2943,1,121,339
2633,3,,,1598026398,1598051598,2944,1,161,81
2634,3,,,1598026759,1598051959,2947,1,316,321
2635,3,,,1598026886,1598052086,2949,1,353,365
2636,3,,,1598027152,1598052352,2951,1,434,476
2637,4,,,1598029505,1598054705,2953,1,72,579
2638,4,,,1598029846,1598055046,2954,1,164,766
2639,4,,,1598030084,1598055284,2955,1,234,462
2640,4,,,1598030231,1598055431,2956,1,276,331
2641,4,,,1598030344,1598055544,2958,1,323,608
2642,4,,,1598030381,1598055581,2959,1,342,940
2643,4,,,1598030737,1598055937,2961,1,457,777
2644,4,,,1598033248,1598058448,2964,1,125,898
2645,4,,,1598033775,1598058975,2965,1,342,327
2646,4,,,1598033773,1598058973,2966,1,340,395
2647,4,,,1598033848,1598059048,2967,1,355,550
2648,4,,,1598034008,1598059208,2968,1,394,749
2649,4,,,1598034236,1598059436,2969,1,482,574
2650,4,,,1598034401,1598059601,2971,1,557,568
2651,4,,,1598036512,1598061712,2973,1,4,509
2652,4,,,1598036813,1598062013,2974,1,107,793
2653,4,,,1598037229,1598062429,2975,1,271,627
2654,4,,,1598037176,1598062376,2976,1,253,681
2655,4,,,1598037996,1598063196,2978,1,487,458
2656,4,,,1598038227,1598063427,2979,1,517,214
2657,5,,,1598040126,1598065326,2980,1,7,381
2658,5,,,1598040353,1598065553,2981,1,79,476
2659,5,,,1598040841,1598066041,2983,1,160,581
2660,5,,,1598040945,1598066145,2984,1,168,451
2661,5,,,1598043710,1598068910,2987,1,1,513
2662,5,,,1598043806,1598069006,2988,1,32,794
2663,5,,,1598044055,1598069255,2989,1,133,770
2664,5,,,1598044152,1598069352,2990,1,191,1045
2665,5,,,1598044459,1598069659,2991,1,263,459
2666,5,,,1598044367,1598069567,2992,1,244,746
2667,5,,,1598044590,1598069790,2993,1,292,835
2668,6,,,1598047498,1598072698,2994,1,4,853
2669,6,,,1598048016,1598073216,2995,1,99,35
2670,3,,,1598019954,1598045154,2917,1,461,149
2671,3,,,1598022111,1598047311,2919,1,3,693
2672,3,,,1598022176,1598047376,2920,1,26,705
2673,3,,,1598022353,1598047553,2921,1,115,560
2674,3,,,1598022769,1598047969,2927,1,245,701
2675,3,,,1598023035,1598048235,2928,1,329,682
2676,3,,,1598023397,1598048597,2931,1,405,500
2677,3,,,1598023645,1598048845,2933,1,445,545
2678,3,,,1598023866,1598049066,2935,1,488,250
2679,3,,,1598026465,1598051665,2945,1,181,428
2680,3,,,1598026500,1598051700,2946,1,185,617
